account_id,account_number,document_id,account_created_at,account_primary_cnae,account_secondary_cnae,account_section_id,account_division_id,account_group_id,account_class_id,account_city,account_state,account_dominio_email,account_length_email,acccount_name_in_email,account_number_initial_email,account_number_final_email,account_number_in_email,account_settings_message,account_settings_image,fine,interest,account_email_sett_change,account_email_sett_unpaid,account_email_sett_settled,account_email_sett_charge_cancel,account_email_sett_subscription_cancel,account_email_sett_carnet_cancel
173828,5eca7de11f659c751928bd8d35911acba3a139bea39ad8201aa2ba7762602913,165736,2019-08-02 21:11:57,,,,,,,,,OUTROS,15,1,0,0,0,0,0,,,0,1,1,1,1,1
173882,242e955a63315ad95d14d2c65e5cbd51eadd4cadb340ba5f6713a80dde068d4c,165784,2019-08-03 18:48:33,,,,,,,,,GMAIL,14,0,0,1,4,0,0,,,0,1,1,1,1,1
173970,b62e6087da171aa7af5c57ea6199de7ce7b18b5fa90f05af503affc3f22e2055,165861,2019-08-05 10:11:59,a2ca2a336910f07c2731433a9d71c70c007926861648355d935ff9a0bacbf504,,df88b166d8061603945fa62064a4005f4d31cbe4932ce65b2c3970f0f02e27f2,811929b0e082c75e044014794d63b63bc8546df2fb2dc8ada8ea4e2f621df9f4,2a1e9a0801d8faf2b1a58c41cc855180acef493b92987307f72795ac100f6692,eb9c711137902b83ad9a87d4f1c4c52be009625d9f7d611c51a05599a44bd8a8,,,HOTMAIL,10,0,0,0,0,0,0,200.0,330.0,0,1,1,1,1,1
173972,c2e377466e40e92b8e8f11e96a2d3ab3648cb3e43fa20c3d3fa7ea3ef8cace21,165862,2019-08-05 10:19:31,c135540eced739d4e38f80b2788201722fd307d824616971add0312a49a1ec28,,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,91cb5c9c30f7d55906e65075170f659773dd69adeb61152fe755875c478f6ff0,4fb3c7b55899aab7e9d87c27e219aa1069f51a9503952af707139dae2cd462ab,b85e55ad009526a685144c5652f529aafbd54e3c210cce921295b1ce3a145baa,,,OUTROS,5,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,1
173978,340d09118dc70777e9e11dde40d0df86dc67cf9ea9d6316c67528c8a033d2e54,165868,2019-08-05 10:41:25,,,,,,,,,HOTMAIL,14,1,0,0,0,0,0,,,0,1,1,1,1,1
174043,37ff0b5bc4dc95840c8ff8de82e0838fdb0ed8f9e2e58f96f628b5d6f033cd63,165930,2019-08-05 15:46:47,,,,,,,,,YAHOO,15,1,0,1,2,0,0,,,0,1,1,1,1,1
174154,7144132503a70df871350f00a4cbc4ba71ccd6a8d2af4900ea65adba96691f96,166036,2019-08-06 12:44:46,906d0488ed35164bb9747e586e76d31ff063be40e04722f6e574e31df39c6d2c,,95c9c1aff3dffd9ca3fc6a1dca4356ce8e03548973a47dec402ef519d8a581b7,1e85ab18e95b2f50e566f78f299bd5185a4e6b80fe95385d2c648cc1c64f156c,2f43be66a5c5603aa0d3d2089e3b1c43cef39d5853a9c0366f4f02be8d6de986,395ea7e5c6687e3bfd8f4c912b3591c41e6e7cb3dbf434d78a7e7477890fdf4c,ffc36bebccc78b117f89071968d7b39da5eaab1c65da40495df176337fcd34b9,b32d0b7e7c49da16b395fdf75eedc83ae040778d6c5603a6e169f3c3d5beb0e0,HOTMAIL,20,0,0,0,0,0,1,200.0,33.0,1,1,1,0,1,0
174162,681512c50d668f0d97e1f0e49f6acc225c9d13aeecc2a280b9fc15ac4c31c49f,166044,2019-08-06 13:26:35,f61cf29aec886aa78996d6e54203cd195a25829450c423deab50976491976e59,,af05252bc2bc7b7f053aa40f04c5722d75716701232c83178f8d58b116ac7e89,0ce830a34eec2a244bb4e7681e83bb9d425f50dead7f48bbebebd2e60134934a,6d71aa91c7677b73c3d3b5f5ccc32095b5dff0820fb9fd3e513b3e07fc840719,78834345518531bead5b8947906588464f368e2ba48cda894395bb29b2d7403e,,,GMAIL,15,0,0,1,1,0,1,200.0,330.0,0,1,1,1,1,1
174214,01ce58de2a6b9edf47da8847a61581e90ef49c0b733bfbc765620bee34fc3e12,166094,2019-08-06 18:12:50,,,,,,,,,GMAIL,19,0,0,0,0,0,0,,,0,1,1,1,1,1
174236,2e2136b17952dc350317c2eee19e0e2e16820437676bfc7644934f0887e8a3df,166115,2019-08-06 21:56:03,,,,,,,,,GMAIL,11,1,0,1,4,0,0,,,0,1,1,1,1,1
174241,7486a02882d92b72ac4a84174cc5899b7378048cb509c149aed57d21eb68fc10,166120,2019-08-06 22:37:03,,,,,,,,,GMAIL,14,1,0,0,0,1,1,200.0,33.0,0,1,1,1,1,1
174320,3c7c36084965b84f70155c4175971ebefc5f50d4532e612b3823292920fa2a3c,166194,2019-08-07 15:56:08,,,,,,,41d8418e01477b64d8fdd49bb4bdeaaa43b7482adec4db4602b91585eba6e122,b32d0b7e7c49da16b395fdf75eedc83ae040778d6c5603a6e169f3c3d5beb0e0,GMAIL,16,0,0,0,0,0,0,,,0,1,1,1,1,1
174383,a3b561c6b9205ab2ab20295315499e3dd0e744ad7b2a121e1be33932958956c2,166255,2019-08-08 08:24:08,e142c3a336baee1833f58d71b56609ec5d15a9744baf4c25492f27344e416dae,,f8bb17dd341c2f186e2911350e461ee57587a15527f1ef6549457ee9425b6ffd,9fa321a29643568f7167f9c7bc65a3b1d0286ed8e94b2297367b99e69407065d,26db5988c5a980dfee20570f3521bd5facf155e13e76fea0013149e6a0150015,f643df5b33b2f53fc9d0bb1e19f2a788db0b1ae40f94b90f9ded2dfdca95f8f7,,,HOTMAIL,20,0,0,1,2,0,0,200.0,33.0,0,1,1,1,1,1
174391,7eeab644e1a844dba4076ee358387df697c2297b48bf2af61657329855c57319,166263,2019-08-08 09:21:56,624d202fd1f33e5696dac86451e37bd8122a86f8ff9591811e3442a23050889f,52e837c83b91561a7dbd0705cb7e501b4ba15ea13ebf336f30a7f98af8c58ba8,df88b166d8061603945fa62064a4005f4d31cbe4932ce65b2c3970f0f02e27f2,811929b0e082c75e044014794d63b63bc8546df2fb2dc8ada8ea4e2f621df9f4,59aa58ca1de2e1405e3604cee4cbda8891906cd16850250a541910d6d6193077,54fb898ee44ad8860b7ba801e6a2521ceda518d9c83742792e743be397b549f0,9cdd1e13217a24d95985f478abbd04e8a58994d48bd81ef2eb972ee3950f0480,1322eef174acf8354e59d98787a79ac8011122e84ba8591b982e38e73dcc84dd,OUTROS,9,0,0,0,0,0,1,0.0,0.0,1,1,1,1,1,1
174392,df7cb790fdaae067850455b4b1956eb69fc3fb2ab5b4b318c3c63fc105182fa5,166264,2019-08-08 09:23:13,,,,,,,05779224d41049ea0895e314e4ff432b4faf09bcf2547d95e9f85604a6d90be9,0cd1a573612b6f2f676353a5a97d6f99d157a974a4cc9ec104a706101271b5af,OUTLOOK,10,0,0,0,0,0,0,200.0,44.0,0,1,1,1,1,1
174425,c9e00e7eac3648f51e7a56d69cc62817bbd81caadcbf390fa78f40a96e7ae666,166295,2019-08-08 13:00:53,,,,,,,,,LIVE,12,1,0,0,0,0,0,,,0,1,1,1,1,1
174491,9a4e7ff593042f087c454ea711997fa39aaac0d0430ed8a12bb8795032afeb39,166358,2019-08-08 23:01:47,ae8a6ccc1c4c98f2d0d377ae4d583620fe9b01b1b2c0d8f5728e84942dff83da,99dc7415e5a855bc9705b127a630b97fdeff8e296dffbf4ed8c92bc27fdd09d0,af05252bc2bc7b7f053aa40f04c5722d75716701232c83178f8d58b116ac7e89,0ce830a34eec2a244bb4e7681e83bb9d425f50dead7f48bbebebd2e60134934a,2c3f9234ca4e5f399dfa0cc2720f3190a606801965607e5e0ea8b74d9e8b59a7,b33c8a4e511bd7ba033db4a56549d4ac128e65b19fcfcf586fee73ecbdd79ecb,,,OUTROS,10,0,0,0,0,0,1,200.0,33.0,0,1,1,1,1,1
174509,285c3340a82ea8c3cf898730e3a64ddd293df4d84f8186f30ba51e3dea2ef7df,166376,2019-08-09 09:00:16,0c6f084f79a6fa2f0060677ab1a1373d74001e28b7a46d0ffc2af059dfa6a6cf,,af05252bc2bc7b7f053aa40f04c5722d75716701232c83178f8d58b116ac7e89,3d95fc07a3d0fb573b671cb840bfc4dc42b8956590d9bb357cccdc54f928f7cf,1431ddb175f5b291d2be79fc8b9fd167c6bdc5becb6ea377b2523faf3503a64b,fa5e128c6cbc9831e98e76e8807d2a8fca2b241639de78007aacfadb7e6c46d1,,,OUTROS,12,0,0,0,0,0,1,200.0,330.0,0,1,1,1,1,1
174548,5de939deb3a4d3a1fb95318444dcc983801a1f214b6220557bca3f2db56e2752,166413,2019-08-09 12:22:33,,,,,,,,,OUTROS,5,1,0,0,0,0,0,,,0,1,1,1,1,1
174641,05b0cd2f0a2db00a8b6cd84b0d0b4ae612855a4c40af6fab0fb58bc9449a0da9,166500,2019-08-10 11:27:45,d4d3bebd5adbf3973a17e65b97be61018a7f05d3dc7079134c2f8e150e539a8e,,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,74469fb38c58586405422c407df6b98ad3100fcd07d9c820a1cf2dd6e7283eed,d688a52f98972f0a8d1a19884fc9522332eb8a9762bc0584c58fab2ad943b8d7,e5b7394cdb1950525beb14898945fc32bc47ebf0dab985493045f69193b6d061,9562b1c49cd651ec130c1dbbf572778fa5ba635ed7061a6a10a9a7ba356d75e7,133b2dada85ab60038cdcba5306430dfa07d154b9e0f056968cec5a9ea4c98a7,OUTROS,5,1,0,0,0,0,1,200.0,33.0,0,1,1,1,1,1
174660,5bd8e1375eca8240b15eafef6f990db8a35160e1e339b3ed9b93900902a0094c,166515,2019-08-10 20:49:50,,,,,,,,,GMAIL,13,1,0,1,4,0,0,,,0,1,1,1,1,1
174668,751622557157377bd2b7920cca3b2cf04b36f7d54b62bea62984fe936087852f,166523,2019-08-11 01:48:37,aa2a764c96f4d7d458a5684b53e743100f5f3c4ee2d1395a30e9ff18baf8a4c6,,af05252bc2bc7b7f053aa40f04c5722d75716701232c83178f8d58b116ac7e89,0ce830a34eec2a244bb4e7681e83bb9d425f50dead7f48bbebebd2e60134934a,6d71aa91c7677b73c3d3b5f5ccc32095b5dff0820fb9fd3e513b3e07fc840719,78834345518531bead5b8947906588464f368e2ba48cda894395bb29b2d7403e,,,GMAIL,19,0,0,0,0,0,1,200.0,33.0,0,1,1,1,1,1
174684,8cea4876fdf73f5ddc403bfda969e3b33e2d236089eb85f8852a9ca7418a8504,166539,2019-08-11 16:45:14,c135540eced739d4e38f80b2788201722fd307d824616971add0312a49a1ec28,1be957cd461a95e90dcc6375e644978bf34e0446c36fd02797d868af0ccdd409,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,91cb5c9c30f7d55906e65075170f659773dd69adeb61152fe755875c478f6ff0,4fb3c7b55899aab7e9d87c27e219aa1069f51a9503952af707139dae2cd462ab,b85e55ad009526a685144c5652f529aafbd54e3c210cce921295b1ce3a145baa,,,GMAIL,10,0,0,0,0,0,0,,,0,1,1,1,1,1
174776,f436cd24571aab2d29e9df4c69dc0cb5ba75f2d6fac7a5a16ff3f99b2a1e623d,166623,2019-08-12 13:55:34,,,,,,,,,GMAIL,10,1,0,0,0,0,0,,,0,1,1,1,1,1
174778,6d9761c7284afd17103051922315a032d504780008d7419e61838c1494798ee7,166625,2019-08-12 14:17:48,242af2c91b16a7935607a429ad51f7a5c0dcc7c57f26ee3ad30e97670b19cb3a,,df88b166d8061603945fa62064a4005f4d31cbe4932ce65b2c3970f0f02e27f2,811929b0e082c75e044014794d63b63bc8546df2fb2dc8ada8ea4e2f621df9f4,f762ce6a40470a7bdcdfb4032b3293b2d87d9f5a60a2439e7f0f7090656551f3,5aa0dc6c38beb1d48b026eabc09cc6b3e44748912f67d817917de02ac777d5ff,,,GMAIL,11,1,0,0,0,0,0,,,0,1,1,1,1,1
174790,c96eeaf65efaf8b89d49b90ef4151a7422797b368ebf48082cf4f13dd8dfa60f,166636,2019-08-12 15:05:26,7e1c6aa0767ea697fd04adcbbfc997d6809fe26aa00bd29350e812b3ffefbc5e,,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,91cb5c9c30f7d55906e65075170f659773dd69adeb61152fe755875c478f6ff0,2a161f3c6686f45d888781997803754629139a92eb978d3f1580f72b2fdcac68,9e0c1bac9317f21da1a40d7920eeeb4f174d74b5a019426569db3f2b8c64679c,,,ICLOUD,9,0,0,0,2,0,1,,,0,1,1,1,1,1
174873,b0400269013bb124db920875fe8fcbada1ad15d1a40343221d80733b5c3c69d4,166716,2019-08-13 07:22:33,,,,,,,161fb97803394fbf7e4c1e0811eb0e0ad3fedf5c2a6eb9b77d4ee376c851805f,0cd1a573612b6f2f676353a5a97d6f99d157a974a4cc9ec104a706101271b5af,GMAIL,21,1,0,1,3,0,0,,,0,1,1,1,1,1
174881,8bce56cc943b1e9f874542c80b3fa083db65adfec696875bc904fc1b3c5aa3b5,166724,2019-08-13 08:44:22,,,,,,,,,GMAIL,15,0,0,0,0,0,0,,,0,1,1,1,1,1
174937,323970448b36452e06f13cabd5aac827a93e106562a0d25ee077e487de739bf2,166778,2019-08-13 13:45:15,,,,,,,,,GMAIL,16,1,0,1,1,0,0,,,0,1,1,1,1,1
175020,888ad555f433a586383c38338d91dabea99532bdae2eabee289746a8d1c044a1,166853,2019-08-13 22:18:39,,,,,,,,,HOTMAIL,17,1,0,0,0,0,0,,,0,1,1,1,1,1
175032,62eac6eee4eb8628ec20cdabec4b44c056593afdbaba462486dca7fe35d43cd8,166863,2019-08-14 07:48:49,ebca73fb9997f436410bf0d6eee6edb3cb10ddee32d6b26a2b69fb72e8f23811,,0a03c0211400c17a7d7d77b5776921478dd34d8958470959354ceac914f5c523,c619dab27e62a761875952190a921b01322fee63c500b63791f2aff8e66b4fcd,4a7567af08de81d90be67eef3d9e6d3e21592fa77617909e614789aae73c8164,256ceed7076de0b29874f96c477406aadaffb5992ba168cac926d340e89ceb54,,,GMAIL,19,0,0,0,0,1,1,,,0,1,1,1,1,1
175053,5abde7796bb3c13e87117f7cdd5f6b8453e6cdb73408fb3e2fc09a923fbcc178,166883,2019-08-14 10:20:40,,,,,,,e412eed481f2a1fd2a3dc1c61edd18d2ef15a819317c567cd860e6d3935fd3d1,a6c90a34e4d5b7cce484aa2e2d930ab67852ed7914b405fdeb47b0813837d9b9,HOTMAIL,6,0,0,0,0,0,0,,,0,1,1,1,1,1
175072,2c6f75538f6c413609f00d7a8a2aa2bc33058ee1e9d3dfc975422d4ae5012c86,166901,2019-08-14 12:02:52,96359c70fbfe06aadae3dd1f948a3cc64f829eb970aca54130809a6680795c51,3fd2b4fa959cb84ae6339d527bace2423258b88b5cbc07d7667c9af49ed4aa27,71250e656ef5b9bcd29d68570fa235a3cefece278dc2f6194381df9c53d3f9e8,162a355d20831f82866c489f2aed2d44441de8fb52ed185936604a8089ed64f2,1f29b2675e9377a3bb3bef80e3afd84a9cf82c87f2588a94a408d2eeb2d13cec,794a9332d725a72d69978f8b05f6c15e8f32f2b978c49df6d5004a878511a5b6,a85df380cbe924866f1251c051962ef9a537298fdd9548d4304357f201033125,0cd1a573612b6f2f676353a5a97d6f99d157a974a4cc9ec104a706101271b5af,OUTROS,7,0,0,0,0,1,1,250.0,59.0,0,1,1,1,1,1
175083,7fc24aa3ca75b8486f0df3562fb8d1cdcffef1ad484862dae8834bb948fdbd81,166910,2019-08-14 12:51:00,242af2c91b16a7935607a429ad51f7a5c0dcc7c57f26ee3ad30e97670b19cb3a,,df88b166d8061603945fa62064a4005f4d31cbe4932ce65b2c3970f0f02e27f2,811929b0e082c75e044014794d63b63bc8546df2fb2dc8ada8ea4e2f621df9f4,f762ce6a40470a7bdcdfb4032b3293b2d87d9f5a60a2439e7f0f7090656551f3,5aa0dc6c38beb1d48b026eabc09cc6b3e44748912f67d817917de02ac777d5ff,,,GMAIL,25,0,0,0,0,0,0,,,0,1,1,1,1,1
175097,13d0fa7ac211ec851ea4a3d917b57bb4464990f18f4afa43a8bd004b4e65e844,166923,2019-08-14 13:44:16,c640342c0c0ac8bf7fa604f14d2ab0dd71d0699d123748c147aa333b46e25eaf,7b82a5d0496c594058a56b865970bc20d357d8c3e2add0c806341e8815f24bd6,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,898aba2e3c66025c0629af3cc78be4493cd0847ac198502a6282ec7971590a71,d6f6b5bd30000d709a64d77d711c1c9e79ac1c0e0bebf363582a3763c1d922c3,e5937f4ead87f8bdaa8f0dd016e2e2b8d5ef30b75478e8f828a7b6f918b9457c,,,HOTMAIL,17,0,0,0,0,0,0,,,0,1,1,1,1,1
175126,17dad3cdb1051cf8e2207a6b0c38cff3ba4206aeb8c382d084fb238fe6f90145,166950,2019-08-14 16:22:50,89adb485366bce69c7ad0085239e60a5c4a4d6e94fc72b58f7790a7b2f046a10,96359c70fbfe06aadae3dd1f948a3cc64f829eb970aca54130809a6680795c51,71250e656ef5b9bcd29d68570fa235a3cefece278dc2f6194381df9c53d3f9e8,162a355d20831f82866c489f2aed2d44441de8fb52ed185936604a8089ed64f2,1f29b2675e9377a3bb3bef80e3afd84a9cf82c87f2588a94a408d2eeb2d13cec,0e393ac4eecd803c556b8cb88c612b9117bda392d1182f0cd78f47dc7c35ebdb,a85df380cbe924866f1251c051962ef9a537298fdd9548d4304357f201033125,0cd1a573612b6f2f676353a5a97d6f99d157a974a4cc9ec104a706101271b5af,GMAIL,12,1,0,0,0,1,1,200.0,33.0,0,1,1,1,1,1
175137,f427646d3d9d1f30934116325a320bb4912bcb739867cfe03c8819683d9a17ee,166959,2019-08-14 18:04:29,32fab88243529d4287d5fed9f0e68d869d2c1cfa9e55154ff986eade1d4f57ac,7b82a5d0496c594058a56b865970bc20d357d8c3e2add0c806341e8815f24bd6,3a6986febcf27c9b1dcc4a051265e02a59d6102c2c87d29ba7c89ad1873197ce,593148df4a4b3ed89de665fbad0b5564b3d6d15109606856575173e4d6780c8a,8529589cc42183ad81c8efbefb9a0a9b3cc33a53770439b237ab9d30af38781d,b57a495bf5e2330cb83cc1018afe76ee3cecd37237fbaddd069a8e862ab0c477,,,GMAIL,11,1,0,0,0,0,0,200.0,33.0,0,1,1,1,1,1
175149,4f5bd430bf1504dda0fbb989d63cf0204e38c2c6d0ac5dadc2c4b60e9c6aad26,166970,2019-08-14 20:13:32,,,,,,,,,HOTMAIL,14,1,0,0,0,0,0,,,0,1,1,1,1,1
175150,c6faa547fbd3307b3b5b87b91f6643cefa922680ae61607b057c164fe33401f0,166970,2019-08-14 20:21:24,,,,,,,,,HOTMAIL,14,1,0,0,0,0,0,,,0,1,1,1,1,1
175160,97027ad05c62604794d57c0a9766a77bc019f8e8b8bca4f1c623912b1068cda2,166979,2019-08-14 23:23:22,906d0488ed35164bb9747e586e76d31ff063be40e04722f6e574e31df39c6d2c,,95c9c1aff3dffd9ca3fc6a1dca4356ce8e03548973a47dec402ef519d8a581b7,1e85ab18e95b2f50e566f78f299bd5185a4e6b80fe95385d2c648cc1c64f156c,2f43be66a5c5603aa0d3d2089e3b1c43cef39d5853a9c0366f4f02be8d6de986,395ea7e5c6687e3bfd8f4c912b3591c41e6e7cb3dbf434d78a7e7477890fdf4c,b977da068f8b1068737ca051057a8587da9b6bd4e2e05d4be815627257e444e0,a241661187a55cacd4e1286620decfda6296f3d1f1995ca87155a7125710dd33,OUTROS,8,0,0,0,0,1,1,200.0,33.0,0,1,1,1,1,1
175272,6ce763d7707966de95980a6b7b85ddadc7b83dde6ff16d24b724af432867939b,167087,2019-08-15 19:43:53,,,,,,,,,GMAIL,8,0,0,0,0,0,0,,,0,1,1,1,1,1
175276,dba22dfa48eba078f30a5c0543db97bfb6d5d6aacf89b3970ef878b58b504414,167091,2019-08-15 20:34:04,,,,,,,,,GMAIL,10,0,0,0,0,0,0,200.0,8.0,0,1,1,1,1,1
175308,901baa93b977be3c7115a9a426e87baae3556571d72ff89cc8da042cef9ac934,167119,2019-08-16 10:32:59,0c5056e0c46dc29e613a8cc719da063d7eb149358e07450b2ad89c8def80b1d7,a85c89f2e40e6e532ebb8f48219911432de1feb3845853650e2a753c95bc0c07,f8bb17dd341c2f186e2911350e461ee57587a15527f1ef6549457ee9425b6ffd,45d41dd36fff5d6643d4af0a1a42cdd6f6f4b3ab5e0e4f163b0917bf604982dd,97254c0842939a0de0bc4aff353e9dd7b21036b92e2dd329b5f1655ddc3a72ee,96858a6470ce516aef94620a2b64bf6efac275add6963593dc9ff06204fb853b,,,GMAIL,16,0,0,0,0,0,0,,,0,1,1,1,1,1
175333,35ef6073f54225947080859a0d534a504546918dbab261f71cb869bc8282b17c,167143,2019-08-16 12:33:55,55ca5e11ed778c8671b6c35a25e3dcfc6351262f52c4af0e72081c005e23ef21,,3a6986febcf27c9b1dcc4a051265e02a59d6102c2c87d29ba7c89ad1873197ce,540909429b58107a6051e21398b664b22510385c366e654240c975292c78b6a4,597ba230da57c593e86a05e5f37065156cd63e1cdd77daa9144058ddb34bceb6,f15bd73a1db8ff2210e776981761b71121b18ba12ae3a899c599485c1260a899,,,GMAIL,10,1,0,1,1,0,0,,,0,1,1,1,1,1
175346,982236e8500c902a3dc79c40091ccfd9375e7179c78c3d976619d77ba71c28e7,167156,2019-08-16 14:28:10,885563a6644196371f071033e99f5a72f22e0ebf73799ac117fc25bd85911b21,,95c9c1aff3dffd9ca3fc6a1dca4356ce8e03548973a47dec402ef519d8a581b7,1e85ab18e95b2f50e566f78f299bd5185a4e6b80fe95385d2c648cc1c64f156c,6aaa66d8aec6ba8b460b20f17acfde3ed4440b828ca466ad4d9d34d0e9309d08,1234d05a5eeb50e3d89719e17ec633bc76ff56cdbb314632ce409e7ec89352c4,77f4f54fe8beee1c943b0bc2b00062f0adf0730a24c060a464c125805a76baa6,4a2a554693a9b7be9d7b9c801da35b028e992bb3940078bdb337217703858e63,OUTROS,10,0,0,0,0,0,1,200.0,33.0,0,1,1,1,1,1
