account_id,account_number,document_id,account_created_at,account_primary_cnae,account_secondary_cnae,account_section_id,account_division_id,account_group_id,account_class_id,account_city,account_state,account_dominio_email,account_length_email,acccount_name_in_email,account_number_initial_email,account_number_final_email,account_number_in_email,account_settings_message,account_settings_image,fine,interest,account_email_sett_change,account_email_sett_unpaid,account_email_sett_settled,account_email_sett_charge_cancel,account_email_sett_subscription_cancel,account_email_sett_carnet_cancel
173864,1bafcb4995601bae57a14ee7d1b3d9fe91ede5a7101d46890a2ffdee3c953529,165767,2019-08-03 14:38:45,,,,,,,,,HOTMAIL,13,1,0,1,1,0,0,,,0,1,1,1,1,1
173868,57e98ce278f934c43e1972127216456ca411f6922c8e72d7e09d90f49607b1bb,165771,2019-08-03 15:16:03,aa2a764c96f4d7d458a5684b53e743100f5f3c4ee2d1395a30e9ff18baf8a4c6,,af05252bc2bc7b7f053aa40f04c5722d75716701232c83178f8d58b116ac7e89,0ce830a34eec2a244bb4e7681e83bb9d425f50dead7f48bbebebd2e60134934a,6d71aa91c7677b73c3d3b5f5ccc32095b5dff0820fb9fd3e513b3e07fc840719,78834345518531bead5b8947906588464f368e2ba48cda894395bb29b2d7403e,,,OUTROS,10,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,1
237352,a0398b65eb295e6b4b728dd61a9717f2c7f63afb321067b6296d6d973b6e3c2f,165771,2020-12-17 14:41:25,aa2a764c96f4d7d458a5684b53e743100f5f3c4ee2d1395a30e9ff18baf8a4c6,,af05252bc2bc7b7f053aa40f04c5722d75716701232c83178f8d58b116ac7e89,0ce830a34eec2a244bb4e7681e83bb9d425f50dead7f48bbebebd2e60134934a,6d71aa91c7677b73c3d3b5f5ccc32095b5dff0820fb9fd3e513b3e07fc840719,78834345518531bead5b8947906588464f368e2ba48cda894395bb29b2d7403e,34b019dd7d45e5e3f627f44311f1fa9711c76208da999a06a78410487f793aac,11a1688f95e00cd128e4527233b7ddbc5dbc30021c4303426a33426024c4d9f7,HOTMAIL,5,1,0,0,0,0,0,,,0,1,1,1,1,1
173882,242e955a63315ad95d14d2c65e5cbd51eadd4cadb340ba5f6713a80dde068d4c,165784,2019-08-03 18:48:33,,,,,,,,,GMAIL,14,0,0,1,4,0,0,,,0,1,1,1,1,1
173884,23141fd616e6a3368f0068e19135a1843e9eb389a46b4f0d2527aca15f17aa18,165786,2019-08-03 19:07:26,,,,,,,,,GMAIL,7,0,0,0,0,0,0,200.0,33.0,0,1,1,1,1,1
173886,62ac0acaf0f2c5c9363e1568e561adbf932f5572d04328eac59988a6fdac889a,165787,2019-08-03 20:02:56,1be957cd461a95e90dcc6375e644978bf34e0446c36fd02797d868af0ccdd409,,f8bb17dd341c2f186e2911350e461ee57587a15527f1ef6549457ee9425b6ffd,45d41dd36fff5d6643d4af0a1a42cdd6f6f4b3ab5e0e4f163b0917bf604982dd,bdf713fa4bf2c970037ca90f8aa5bcf960ba19127c9f2ccec43eace853c544ec,d107678fafd5ba15c9f592822cd5197bb797c9f85ba7b9c9c6821c46a7f9a492,,,HOTMAIL,12,1,0,0,0,0,0,,,0,1,1,1,1,1
173890,837da4885393de88048640f0885c68d77af7ae2aede372171207312ed94f1c34,165791,2019-08-03 22:37:00,8deb12920c865961e2e5d492c2730d6517efafb38f690472d3a982405b1af7a4,3294d4919bafcb22f482702b39620fd3e066d83c493defd0cc584bc332d7834d,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,91cb5c9c30f7d55906e65075170f659773dd69adeb61152fe755875c478f6ff0,5191d0306d96cd4e1e04ab9c0024808d397c1d107c7c809a77db64292f587366,3a190ee9022b45fd9a5238b6d71260bb30df487df7a3ece6c87932dbb1a9cae5,,,GMAIL,17,0,0,1,1,0,0,,,0,1,1,1,1,1
173911,911380a7eb762a02410282f9491627f5759f6c73ada8c2398fe00da8f472f862,165811,2019-08-04 14:19:17,f1badb1b9301d78cc5252c18521243e082cd0cca08d67f6e1e360d03837dcf22,,c945ac015398d6fbf5891bbd69c84b9fcbeeb8815d050ba53cd7efa781ac2e97,e8dfe60a490a602a07bcebf1337ec978ac71cdc3dd723c6332b242510c771ed3,5b58770a593b475be9024bac84c16f12a787e67c54644671cf0d2cd19904b3e2,82e07ed585bbbb4e89a493c967f8df3f243d7c149145183d869533593d6b6838,,,GMAIL,9,0,0,0,0,0,0,,,0,1,1,1,1,1
173953,8216e834a3020b0f8e9cd3b5b4548674db77f6bed9ae1063485bd36b6704cbd7,165847,2019-08-05 09:08:57,,,,,,,,,GMAIL,18,0,0,0,0,0,0,,,0,1,1,1,1,1
173972,c2e377466e40e92b8e8f11e96a2d3ab3648cb3e43fa20c3d3fa7ea3ef8cace21,165862,2019-08-05 10:19:31,c135540eced739d4e38f80b2788201722fd307d824616971add0312a49a1ec28,,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,91cb5c9c30f7d55906e65075170f659773dd69adeb61152fe755875c478f6ff0,4fb3c7b55899aab7e9d87c27e219aa1069f51a9503952af707139dae2cd462ab,b85e55ad009526a685144c5652f529aafbd54e3c210cce921295b1ce3a145baa,,,OUTROS,5,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,1
174016,b01c0bc9f11a3b3367271207a1355998d71941c91a66532638eb7dbc8d6d4c97,165904,2019-08-05 14:07:49,,,,,,,,,GMAIL,14,1,0,0,2,0,0,,,0,1,1,1,1,1
174080,ae00220c99c28c0c70bcb6100cc732d48928ca34d838c4b633f1455c226fe8c6,165966,2019-08-05 19:49:01,,,,,,,,,HOTMAIL,14,1,0,1,4,0,0,,,0,1,1,1,1,1
174086,abaaa04798922e53c52f3fa52299ed519c2acd39fc6886934230d43e1b47bea0,165971,2019-08-05 21:30:51,e142c3a336baee1833f58d71b56609ec5d15a9744baf4c25492f27344e416dae,,f8bb17dd341c2f186e2911350e461ee57587a15527f1ef6549457ee9425b6ffd,9fa321a29643568f7167f9c7bc65a3b1d0286ed8e94b2297367b99e69407065d,26db5988c5a980dfee20570f3521bd5facf155e13e76fea0013149e6a0150015,f643df5b33b2f53fc9d0bb1e19f2a788db0b1ae40f94b90f9ded2dfdca95f8f7,,,GMAIL,15,1,0,1,4,0,0,200.0,33.0,1,1,1,1,1,1
174130,4e9613d515e39aa69eb55f08cfdc87c9cfb20b8daa9aef8a666183420d30efe9,166013,2019-08-06 10:16:44,885563a6644196371f071033e99f5a72f22e0ebf73799ac117fc25bd85911b21,ecd02a06cccc281771769922a2a5ea116dd6be425d26d5e424b908e59b499e92,95c9c1aff3dffd9ca3fc6a1dca4356ce8e03548973a47dec402ef519d8a581b7,1e85ab18e95b2f50e566f78f299bd5185a4e6b80fe95385d2c648cc1c64f156c,6aaa66d8aec6ba8b460b20f17acfde3ed4440b828ca466ad4d9d34d0e9309d08,1234d05a5eeb50e3d89719e17ec633bc76ff56cdbb314632ce409e7ec89352c4,,,GMAIL,22,0,0,0,0,0,0,200.0,33.0,0,1,1,1,1,1
174149,efa5ef4919532f6c8e9150a5889c1f21dec75411b0358f38b5966a6bd3ec0a2e,166032,2019-08-06 11:54:32,,,,,,,,,GMAIL,16,0,0,0,0,1,1,1000.0,330.0,0,1,1,1,1,1
174176,3f31aafaaff7cee4a25c289a0b15f69782a9891a112b222c5c81a9d08760245a,166058,2019-08-06 14:33:34,73bef6b438d8ff81e7297b9d1cfb996a46078da4ca25e9324057a69e790da685,,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,74469fb38c58586405422c407df6b98ad3100fcd07d9c820a1cf2dd6e7283eed,3bbe3f40dd06ea258ec4986808060209900b96664caa9e62f721db0d3ef3df8b,724801b006b1364e4a7785c23c7de30d63d27e6e0e3775f1deaa7befe04a4e09,,,GMAIL,10,0,0,0,0,0,1,,,1,1,1,1,1,1
175367,b4a22c802e1f833350bc338d8e778f52704eb65935b41c1e00bfb510a79d3502,166058,2019-08-16 15:21:32,,,,,,,,,GMAIL,10,0,0,0,0,0,1,,,0,1,1,1,1,1
175368,e5f65c7cdc4030226e8d77386a64cab162321d8ea135106921965cbe8a73aa90,166058,2019-08-16 15:23:53,73bef6b438d8ff81e7297b9d1cfb996a46078da4ca25e9324057a69e790da685,,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,74469fb38c58586405422c407df6b98ad3100fcd07d9c820a1cf2dd6e7283eed,3bbe3f40dd06ea258ec4986808060209900b96664caa9e62f721db0d3ef3df8b,724801b006b1364e4a7785c23c7de30d63d27e6e0e3775f1deaa7befe04a4e09,,,GMAIL,10,0,0,0,0,0,1,,,0,1,1,1,1,1
175745,b7da322de68bb76b7612610eb4284e6f4352b8f2aa305c2087a830ed05f26552,166058,2019-08-20 15:54:34,73bef6b438d8ff81e7297b9d1cfb996a46078da4ca25e9324057a69e790da685,,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,74469fb38c58586405422c407df6b98ad3100fcd07d9c820a1cf2dd6e7283eed,3bbe3f40dd06ea258ec4986808060209900b96664caa9e62f721db0d3ef3df8b,724801b006b1364e4a7785c23c7de30d63d27e6e0e3775f1deaa7befe04a4e09,a85df380cbe924866f1251c051962ef9a537298fdd9548d4304357f201033125,0cd1a573612b6f2f676353a5a97d6f99d157a974a4cc9ec104a706101271b5af,GMAIL,10,0,0,0,0,0,1,,,0,1,1,1,1,1
174194,a7842665b80e8db16053ab158cef2b5b9edaf77f74df6cec125d4c6fd302fc53,166074,2019-08-06 15:52:24,,,,,,,,,GMAIL,19,1,0,0,0,0,0,,,0,1,1,1,1,1
174246,447ed5b2bfcbe448d46511bdd83133cab69d1eeda9c03acb70497b2507e342f3,166125,2019-08-06 23:39:20,7b82a5d0496c594058a56b865970bc20d357d8c3e2add0c806341e8815f24bd6,,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,91cb5c9c30f7d55906e65075170f659773dd69adeb61152fe755875c478f6ff0,27510be23ebd5e4dc7579a66c153a7545b12a306f24ee58a2e88ac445a4a89c1,9663b29610f73c41e076ee642942be8b4c27d278a1f3dc21735c72c169b4c853,,,HOTMAIL,17,0,0,0,0,0,0,,,0,1,1,1,1,1
174253,8cbd9e5512c05de381704d46598af46788ea1508fa50fd1bbae05f0257bafb83,166131,2019-08-07 08:37:38,,,,,,,,,GMAIL,9,0,0,0,0,0,0,,,0,1,1,1,1,1
174264,1012e11205c5299236cced5ca4911e30fa0c3d06ebec1a8a6b084f7a2c31dc6a,166141,2019-08-07 09:51:26,,,,,,,c3813385713b1de02023106e1528d43982e33e7374b9d1f9cdda07956c7a522b,a6c90a34e4d5b7cce484aa2e2d930ab67852ed7914b405fdeb47b0813837d9b9,GMAIL,13,1,0,1,3,0,0,,,0,1,1,1,1,1
174270,5d284711ce423e9699a09bc6fa275f834ff53cd5cb04908c470fc70e4ece3c7e,166147,2019-08-07 10:30:15,,,,,,,,,YAHOO,14,0,0,0,0,0,1,200.0,33.0,0,1,1,1,1,1
174274,6d5c6872b07d0b717a88d30bf31b60a0408b4f626155edf42e4106dfb586fe78,166151,2019-08-07 10:57:51,,,,,,,c6d60bdf54a66626fb6135daaaeca7a9787062de7c252cd9bbac1d5a96d8fba5,a241661187a55cacd4e1286620decfda6296f3d1f1995ca87155a7125710dd33,OUTROS,7,0,0,0,0,1,1,200.0,66.0,0,1,1,1,1,1
174290,44837103689155104d14b52a8de34f8bac356ef6ff1ed7b8354e0f38fce4f9d0,166166,2019-08-07 12:46:54,b201767ffb313a78d4cfd45fcc88c6e64089b7072e681ad1e100190eb7a59521,,f8bb17dd341c2f186e2911350e461ee57587a15527f1ef6549457ee9425b6ffd,45d41dd36fff5d6643d4af0a1a42cdd6f6f4b3ab5e0e4f163b0917bf604982dd,97254c0842939a0de0bc4aff353e9dd7b21036b92e2dd329b5f1655ddc3a72ee,391ab04166c95af577e72722fc81ebc62ac371e551b7e30f1b0c7db41fec930d,b855cd8b2fdf243e1ec2545ff605a55f00ca657dfff310ed4f506b0812888238,a4873a710033726e4f4f0cb72295310e7912352912644be53d7feb597693f97a,GMAIL,16,1,0,0,0,0,0,,,0,1,1,1,1,1
174292,2b7ee279738526de94c29567bd8780040594ed5d69d7ca3f26b736acf315d44d,166168,2019-08-07 13:02:34,,,,,,,d2c2ed97b697942984b7c565043e2f296d3c4dc107db506c45e84d152f850ba2,72200a3267dd8cad0d8ace0d32668fd68496620b18e0f4a14a554ccba0854198,HOTMAIL,13,1,0,0,0,0,0,,,0,1,1,1,1,1
174323,ba8fb47a68e2ac42d542a951ddc5f52cd98946e26f6cfee9d9c31584122eb897,166197,2019-08-07 16:05:35,d5eb6398b3f724e1bf838c1c5a3810219f85c826772c9055c85f6c3676f8d4e6,,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,f72d0d03e39d94fbb04c0692a0aaffed441301a1cc070f02169ca5512b87ff51,691186a5c4e75d8cb4cb6e88af5f3cfa8dd0d268dfdab585ebad03d871759b15,5d1d19af9d8f3037ef6d674bc20549f92698904ee73019a8d3554bdae7dca859,,,ICLOUD,14,0,0,0,0,0,1,1000.0,50.0,0,1,1,1,1,1
175081,5f984db7b92d6d3cd1d0af876899e66bf0b769abd6cfeb883261277b03eba687,166197,2019-08-14 12:47:28,d5eb6398b3f724e1bf838c1c5a3810219f85c826772c9055c85f6c3676f8d4e6,,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,f72d0d03e39d94fbb04c0692a0aaffed441301a1cc070f02169ca5512b87ff51,691186a5c4e75d8cb4cb6e88af5f3cfa8dd0d268dfdab585ebad03d871759b15,5d1d19af9d8f3037ef6d674bc20549f92698904ee73019a8d3554bdae7dca859,,,OUTROS,10,0,0,0,0,0,1,1000.0,50.0,0,1,1,1,1,1
175087,f4800a472d0f2c7910243c2845a09364c5a1aa9dbcb645421a39c788de909ca0,166197,2019-08-14 13:09:14,d5eb6398b3f724e1bf838c1c5a3810219f85c826772c9055c85f6c3676f8d4e6,93d8bbe4e676044941f896063f5b4ec494901897031b69af6ab1e5f316119601,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,f72d0d03e39d94fbb04c0692a0aaffed441301a1cc070f02169ca5512b87ff51,691186a5c4e75d8cb4cb6e88af5f3cfa8dd0d268dfdab585ebad03d871759b15,5d1d19af9d8f3037ef6d674bc20549f92698904ee73019a8d3554bdae7dca859,,,ICLOUD,14,0,0,0,0,0,1,1000.0,50.0,0,1,1,1,1,1
195759,c8ebb2b7159e1f41760b4969db2a33efd01b22b913b6bc773751696a1fc351ff,166197,2020-03-05 10:40:37,d5eb6398b3f724e1bf838c1c5a3810219f85c826772c9055c85f6c3676f8d4e6,93d8bbe4e676044941f896063f5b4ec494901897031b69af6ab1e5f316119601,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,f72d0d03e39d94fbb04c0692a0aaffed441301a1cc070f02169ca5512b87ff51,691186a5c4e75d8cb4cb6e88af5f3cfa8dd0d268dfdab585ebad03d871759b15,5d1d19af9d8f3037ef6d674bc20549f92698904ee73019a8d3554bdae7dca859,,,OUTROS,10,0,0,0,0,0,0,,,0,1,1,1,1,1
223231,9cd30fca33310bf2135bce1cf24436cf3144653d1d661f68adae0bb3ff4a6ae1,166197,2020-09-02 11:36:04,d5eb6398b3f724e1bf838c1c5a3810219f85c826772c9055c85f6c3676f8d4e6,93d8bbe4e676044941f896063f5b4ec494901897031b69af6ab1e5f316119601,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,f72d0d03e39d94fbb04c0692a0aaffed441301a1cc070f02169ca5512b87ff51,691186a5c4e75d8cb4cb6e88af5f3cfa8dd0d268dfdab585ebad03d871759b15,5d1d19af9d8f3037ef6d674bc20549f92698904ee73019a8d3554bdae7dca859,,,OUTROS,10,0,0,0,0,0,0,,,0,1,1,1,1,1
225511,2b6677362dae3aa2145f492913094aba5b8a2f67c96c405db07f30b5896a7a8e,166197,2020-09-21 09:27:53,d5eb6398b3f724e1bf838c1c5a3810219f85c826772c9055c85f6c3676f8d4e6,93d8bbe4e676044941f896063f5b4ec494901897031b69af6ab1e5f316119601,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,f72d0d03e39d94fbb04c0692a0aaffed441301a1cc070f02169ca5512b87ff51,691186a5c4e75d8cb4cb6e88af5f3cfa8dd0d268dfdab585ebad03d871759b15,5d1d19af9d8f3037ef6d674bc20549f92698904ee73019a8d3554bdae7dca859,,,OUTROS,10,0,0,0,0,0,0,,,0,1,1,1,1,1
174335,dffa14e5fa1df3e9b8e27b0a60d5aac1d6fd00ed45a3e578eeecf15c61b83360,166208,2019-08-07 16:47:12,906d0488ed35164bb9747e586e76d31ff063be40e04722f6e574e31df39c6d2c,,95c9c1aff3dffd9ca3fc6a1dca4356ce8e03548973a47dec402ef519d8a581b7,1e85ab18e95b2f50e566f78f299bd5185a4e6b80fe95385d2c648cc1c64f156c,2f43be66a5c5603aa0d3d2089e3b1c43cef39d5853a9c0366f4f02be8d6de986,395ea7e5c6687e3bfd8f4c912b3591c41e6e7cb3dbf434d78a7e7477890fdf4c,,,OUTROS,9,0,0,0,0,0,0,,,0,1,1,1,1,1
174350,934f877d82079a702c3a24d688ec356ce411583ee1c22f3677a8d0f8e956f832,166223,2019-08-07 18:17:21,b04802fc9d52fd2c745122c90723fc6088142f4a590eb13e36460eea5adfe462,f7bf8e70f283da1351c9a8954d4acfb28c12eb325acf3c40e6fd086aa1a88ca0,5b68ca527a09c2735085ed561a577bfad03a45cef67244798cd7fa003326526f,55b9d71937f55da5683f464228c72933b8fcbd81c4b706d56ce35c02e57f6942,c256a11d06399548e874e53e3137df4a4c31321b7bfb989cc71827e367b24e41,965042993ed045c62b7eb07e79f48057b22b37cf1d4c3b4e023e1f370edcf07d,81d1e8b3b0e4a9b8433c5f94ef68e19c67850cd977c066905fb03191e38512be,1322eef174acf8354e59d98787a79ac8011122e84ba8591b982e38e73dcc84dd,OUTROS,7,0,0,0,0,1,1,200.0,33.0,0,1,1,1,1,1
174374,c67cf0bd3d7b8c548f5ad8b4c74b3c170b3f4a4f5bd126bf3991e8a7acb276dc,166246,2019-08-07 23:31:23,e0860b7c535f12f722d7b13592c6793be2662c562a6f4e8752742bc36da56925,,95c9c1aff3dffd9ca3fc6a1dca4356ce8e03548973a47dec402ef519d8a581b7,0404a61065d4279511006c535b5ec3f3a018b9f825e94c70ba37282571ea5b34,759851a4b9b046fc75713636746837d7216dd30b3e151e6c932e8e18c30c9cb7,c0cc3de8b515fbcedf8adb6f785ee260b0ff01747307be5a3ebfcce67f03b4c1,,,OUTROS,9,0,0,0,0,0,1,200.0,33.0,0,1,1,1,1,1
174388,27abe2c0bc7851c251b16ff6c9d26d118d32200f423182ace2ae3b6692e426e7,166260,2019-08-08 09:12:05,03513fdaebab18686182db84f6e4d431bf109e96c192b1c8672f3000b10a0ebe,,4e7f363da3abcd21bc4392d5af466d696ebc4c0205e948a0176e50053f10909f,91cb5c9c30f7d55906e65075170f659773dd69adeb61152fe755875c478f6ff0,c255e38541362202cc7b194ebbb4c0356ef1341b397cf2ecf88e8c71a6f4ccfa,0e25c0c6e813e1b04febde8c8307a42235900d20503bb5ca8bb86583407100ea,5968446e6133e9d9623636008fbd521f9a709bb0edb9438663728c78a5109ce4,0cd1a573612b6f2f676353a5a97d6f99d157a974a4cc9ec104a706101271b5af,GMAIL,16,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,1
243513,1c06861dce147e6840d44ab8c79f9271174e1ccfffb31c25fcf0d596cd6e91a1,166260,2021-02-03 17:11:00,73bef6b438d8ff81e7297b9d1cfb996a46078da4ca25e9324057a69e790da685,,fb23254d2e88fcb9883f34665b9e013215369748f8ccfbdc0ca055ed8c4df5f0,74469fb38c58586405422c407df6b98ad3100fcd07d9c820a1cf2dd6e7283eed,3bbe3f40dd06ea258ec4986808060209900b96664caa9e62f721db0d3ef3df8b,724801b006b1364e4a7785c23c7de30d63d27e6e0e3775f1deaa7befe04a4e09,,,GMAIL,16,0,0,0,0,0,0,0.0,0.0,0,1,1,1,1,1
